"species","resilience"
"Chloroscombrus chrysurus","Medium"
"Chloroscombrus orqueta","High"
"Chlorurus atrilunula","High"
"Chlorurus bleekeri","Medium"
"Chlorurus bowersi","High"
"Chlorurus capistratoides","High"
"Chlorurus cyanescens","Medium"
"Chlorurus enneacanthus","Medium"
"Chlorurus frontalis","High"
"Chlorurus genazonatus","High"
"Chlorurus gibbus","Low"
"Chlorurus japanensis","High"
"Chlorurus microrhinos","Low"
"Chlorurus oedema","High"
"Chlorurus perspicillatus","Medium"
"Chlorurus rhakoura","Medium"
"Chlorurus sordidus","Medium"
"Chlorurus spilurus","High"
"Chlorurus strongylocephalus","Medium"
"Chlorurus troschelii","High"
"Chocoheros microlepis","High"
"Choerodon anchorago","Medium"
"Choerodon aurulentus","Very low"
"Choerodon azurio","Medium"
"Choerodon cauteroma","Medium"
"Choerodon cephalotes","Medium"
"Choerodon cyanodus","Low"
"Choerodon cypselurus","Medium"
"Choerodon fasciatus","Medium"
"Choerodon frenatus","Medium"
"Choerodon gomoni","High"
"Choerodon graphicus","Low"
"Choerodon gymnogenys","Medium"
"Choerodon japonicus","High"
"Choerodon jordani","High"
"Choerodon margaritiferus","High"
"Choerodon melanostigma","Medium"
"Choerodon monostigma","Medium"
"Choerodon oligacanthus","Medium"
"Choerodon paynei","Medium"
"Choerodon robustus","Medium"
"Choerodon rubescens","Very low"
"Choerodon schoenleinii","Medium"
"Choerodon skaiopygmaeus","High"
"Choerodon sugillatum","Medium"
"Choerodon venustus","Low"
"Choerodon vitta","Medium"
"Choerodon zamboangae","Medium"
"Choerodon zosterophorus","Medium"
"Choeroichthys brachysoma","High"
"Choeroichthys cinctus","High"
"Choeroichthys latispinosus","High"
"Choeroichthys sculptus","High"
"Choeroichthys smithi","High"
"Choeroichthys suillus","High"
"Chologaster cornuta","High"
"Chondrostoma angorense","Medium"
"Chondrostoma beysehirense","High"
"Chondrostoma ceyhanensis","Medium"
"Chondrostoma colchicum","Medium"
"Chondrostoma cyri","Medium"
"Chondrostoma esmaeilii","High"
"Chondrostoma fahirae","High"
"Chondrostoma holmwoodii","Medium"
"Chondrostoma kinzelbachi","Medium"
"Chondrostoma knerii","Medium"
"Chondrostoma kubanicum","Medium"
"Chondrostoma meandrense","Medium"
"Chondrostoma nasus","Medium"
"Chondrostoma orientale","Medium"
"Chondrostoma oxyrhynchum","Low"
"Chondrostoma phoxinus","Medium"
"Chondrostoma prespense","Medium"
"Chondrostoma regium","Medium"
"Chondrostoma scodrense","High"
"Chondrostoma soetta","Medium"
"Chondrostoma toros","Medium"
"Chondrostoma vardarense","Medium"
"Chondrostoma variabile","Medium"
"Chonerhinos naritus","High"
"Choranthias salmopunctatus","High"
"Choranthias tenuis","High"
"Choridactylus lineatus","Medium"
"Choridactylus multibarbus","Medium"
"Choridactylus natalensis","High"
"Choridactylus striatus","Medium"
"Chorisochismus dentex","Very low"
"Chortiheros wesseli","High"
"Chriodorus atherinoides","High"
"Chriolepis atrimelum","High"
"Chriolepis benthonis","High"
"Chriolepis bilix","High"
"Chriolepis cuneata","High"
"Chriolepis dialepta","High"
"Chriolepis fisheri","High"
"Chriolepis lepidota","High"
"Chriolepis minutillus","High"
"Chriolepis roosevelti","High"
"Chriolepis semisquamata","High"
"Chriolepis tagus","High"
"Chriolepis vespa","High"
"Chriolepis zebra","High"
"Chrionema chlorotaenia","Medium"
"Chrionema chryseres","Medium"
"Chrionema furunoi","Medium"
"Chrionema pallidum","Medium"
"Chrionema squamentum","Medium"
"Chrionema squamiceps","Medium"
"Chromidotilapia cavalliensis","High"
"Chromidotilapia elongata","High"
"Chromidotilapia guntheri","High"
"Chromidotilapia kingsleyae","High"
"Chromidotilapia linkei","High"
"Chromidotilapia mamonekenei","High"
"Chromidotilapia melaniae","High"
"Chromidotilapia mrac","High"
"Chromidotilapia nana","High"
"Chromidotilapia regani","High"
"Chromidotilapia schoutedeni","High"
"Chromis abrupta","High"
"Chromis abyssicola","High"
"Chromis abyssus","High"
"Chromis acares","High"
"Chromis agilis","High"
"Chromis albicauda","High"
"Chromis albomaculata","High"
"Chromis alleni","High"
"Chromis alpha","High"
"Chromis alta","High"
"Chromis amboinensis","High"
"Chromis analis","High"
"Chromis athena","High"
"Chromis atrilobata","High"
"Chromis atripectoralis","High"
"Chromis atripes","High"
"Chromis axillaris","High"
"Chromis bami","High"
"Chromis brevirostris","High"
"Chromis cadenati","Medium"
"Chromis caudalis","High"
"Chromis chromis","Medium"
"Chromis chrysura","High"
"Chromis cinerascens","High"
"Chromis circumaurea","High"
"Chromis crusma","High"
"Chromis cyanea","High"
"Chromis dasygenys","High"
"Chromis degruyi","High"
"Chromis delta","High"
"Chromis dimidiata","High"
"Chromis dispilus","Medium"
"Chromis durvillei","High"
"Chromis earina","High"
"Chromis elerae","High"
"Chromis enchrysura","High"
"Chromis fatuhivae","High"
"Chromis fieldi","High"
"Chromis flavapicis","High"
"Chromis flavaxilla","High"
"Chromis flavicauda","High"
"Chromis flavipectoralis","High"
"Chromis flavomaculata","High"
"Chromis fumea","High"
"Chromis hanui","High"
"Chromis howsoni","High"
"Chromis hypsilepis","Medium"
"Chromis insolata","High"
"Chromis intercrusma","Medium"
"Chromis iomelas","High"
"Chromis jubauna","High"
"Chromis kennensis","High"
"Chromis klunzingeri","High"
"Chromis lepidolepis","High"
"Chromis leucura","High"
"Chromis limbata","High"
"Chromis limbaughi","High"
"Chromis lineata","High"
"Chromis lubbocki","High"
"Chromis margaritifer","Medium"
"Chromis meridiana","High"
"Chromis mirationis","High"
"Chromis monochroma","High"
"Chromis multilineata","Medium"
"Chromis nigroanalis","High"
"Chromis nigrura","High"
"Chromis nitida","High"
"Chromis notata","High"
"Chromis okamurai","High"
"Chromis onumai","High"
"Chromis opercularis","High"
"Chromis ovalis","High"
"Chromis ovatiformes","High"
"Chromis pamae","High"
"Chromis pelloura","High"
"Chromis pembae","High"
"Chromis planesi","High"
"Chromis punctipinnis","Medium"
"Chromis pura","High"
"Chromis randalli","High"
"Chromis retrofasciata","High"
"Chromis sanctaehelenae","High"
"Chromis scotochiloptera","High"
"Chromis scotti","High"
"Chromis struhsakeri","High"
"Chromis ternatensis","High"
"Chromis trialpha","High"
"Chromis unipa","High"
"Chromis vanderbilti","High"
"Chromis verater","High"
"Chromis viridis","High"
"Chromis weberi","High"
"Chromis westaustralis","High"
"Chromis woodsi","High"
"Chromis xanthochira","High"
"Chromis xanthopterygia","High"
"Chromis xanthura","High"
"Chromis xouthos","High"
"Chromis xutha","High"
"Chromis yamakawai","High"
"Chromobotia macracanthus","Medium"
"Chromogobius britoi","High"
"Chromogobius quadrivittatus","High"
"Chromogobius zebratus","High"
"Chrosomus cumberlandensis","High"
"Chrosomus eos","High"
"Chrosomus erythrogaster","High"
"Chrosomus neogaeus","Medium"
"Chrosomus oreas","High"
"Chrosomus saylori","High"
"Chrosomus tennesseensis","High"
"Chrysichthys acsiorum","High"
"Chrysichthys aluuensis","High"
"Chrysichthys ansorgii","High"
"Chrysichthys auratus","Medium"
"Chrysichthys bocagii","High"
"Chrysichthys brachynema","Medium"
"Chrysichthys brevibarbis","Medium"
"Chrysichthys cranchii","Low"
"Chrysichthys dageti","High"
"Chrysichthys delhezi","High"
"Chrysichthys dendrophorus","Medium"
"Chrysichthys depressus","High"
"Chrysichthys duttoni","High"
"Chrysichthys habereri","High"
"Chrysichthys helicophagus","High"
"Chrysichthys hildae","High"
"Chrysichthys johnelsi","Medium"
"Chrysichthys laticeps","Low"
"Chrysichthys levequei","High"
"Chrysichthys longibarbis","High"
"Chrysichthys longidorsalis","Medium"
"Chrysichthys longipinnis","Medium"
"Chrysichthys mabusi","Medium"
"Chrysichthys macropterus","High"
"Chrysichthys maurus","Medium"
"Chrysichthys nigrodigitatus","Medium"
"Chrysichthys nyongensis","High"
"Chrysichthys ogooensis","High"
"Chrysichthys okae","High"
"Chrysichthys ornatus","High"
"Chrysichthys polli","High"
"Chrysichthys praecox","High"
"Chrysichthys punctatus","High"
"Chrysichthys rueppelli","High"
"Chrysichthys sharpii","High"
"Chrysichthys teugelsi","High"
"Chrysichthys thonneri","Medium"
"Chrysichthys thysi","High"
"Chrysichthys turkana","High"
"Chrysichthys uniformis","High"
"Chrysichthys wagenaari","Medium"
"Chrysichthys walkeri","High"
"Chrysiptera albata","High"
"Chrysiptera annulata","High"
"Chrysiptera arnazae","High"
"Chrysiptera biocellata","High"
"Chrysiptera bleekeri","High"
"Chrysiptera brownriggii","High"
"Chrysiptera burtjonesi","High"
"Chrysiptera caeruleolineata","High"
"Chrysiptera caesifrons","High"
"Chrysiptera chrysocephala","High"
"Chrysiptera cyanea","High"
"Chrysiptera cymatilis","High"
"Chrysiptera flavipinnis","High"
"Chrysiptera galba","High"
"Chrysiptera giti","High"
"Chrysiptera glauca","High"
"Chrysiptera hemicyanea","High"
"Chrysiptera kuiteri","High"
"Chrysiptera niger","High"
"Chrysiptera notialis","High"
"Chrysiptera oxycephala","High"
"Chrysiptera parasema","High"
"Chrysiptera pricei","High"
"Chrysiptera rapanui","High"
"Chrysiptera rex","High"
"Chrysiptera rollandi","High"
"Chrysiptera sheila","High"
"Chrysiptera sinclairi","High"
"Chrysiptera springeri","High"
"Chrysiptera starcki","High"
"Chrysiptera talboti","High"
"Chrysiptera taupou","High"
"Chrysiptera traceyi","High"
"Chrysiptera tricincta","High"
"Chrysiptera unimaculata","High"
"Chrysoblephus anglicus","Very low"
"Chrysoblephus cristiceps","Low"
"Chrysoblephus gibbiceps","Low"
"Chrysoblephus laticeps","Medium"
"Chrysoblephus lophus","Low"
"Chrysoblephus puniceus","Medium"
"Chrysobrycon eliasi","High"
"Chrysochir aureus","High"
"Chuanchia labiosa","Medium"
"Cichla intermedia","High"
"Cichla jariina","Medium"
"Cichla kelberi","Medium"
"Cichla melaniae","Medium"
"Cichla mirianae","Medium"
"Cichla monoculus","Medium"
"Cichla nigromaculata","Medium"
"Cichla ocellaris","High"
"Cichla orinocensis","High"
"Cichla pinima","Medium"
"Cichla piquiti","Medium"
"Cichla pleiozona","Medium"
"Cichla temensis","Medium"
"Cichla thyrorus","Medium"
"Cichla vazzoleri","Medium"
"Cichlasoma amazonarum","High"
"Cichlasoma araguaiense","High"
"Cichlasoma bimaculatum","Low"
"Cichlasoma boliviense","High"
"Cichlasoma dimerus","High"
"Cichlasoma geddesi","High"
"Cichlasoma istlanum","High"
"Cichlasoma orientale","High"
"Cichlasoma orinocense","High"
"Cichlasoma paranaense","High"
"Cichlasoma portalegrense","High"
"Cichlasoma pusillum","High"
"Cichlasoma sanctifranciscense","High"
"Cichlasoma taenia","High"
"Cichlasoma trimaculatum","Medium"
"Cichlasoma zarskei","High"
"Ciliata mustela","High"
"Ciliata septentrionalis","High"
"Ciliata tchangi","High"
"Cilus gilberti","Medium"
"Cincelichthys bocourti","High"
"Cincelichthys pearsei","High"
"Cinetodus carinatus","Medium"
"Cinetodus conorhynchus","Medium"
"Cinetodus crassilabris","Low"
"Cinetodus froggatti","Low"
"Cirrhigaleus asper","Low"
"Cirrhigaleus australis","Very low"
"Cirrhigaleus barbifer","Low"
"Cirrhilabrus adornatus","High"
"Cirrhilabrus africanus","High"
"Cirrhilabrus aurantidorsalis","High"
"Cirrhilabrus balteatus","High"
"Cirrhilabrus bathyphilus","High"
"Cirrhilabrus beauperryi","High"
"Cirrhilabrus blatteus","High"
"Cirrhilabrus brunneus","High"
"Cirrhilabrus cenderawasih","High"
"Cirrhilabrus claire","High"
"Cirrhilabrus condei","High"
"Cirrhilabrus cyanogularis","High"
"Cirrhilabrus cyanopleura","High"
"Cirrhilabrus earlei","High"
"Cirrhilabrus efatensis","High"
"Cirrhilabrus exquisitus","High"
"Cirrhilabrus filamentosus","High"
"Cirrhilabrus flavidorsalis","High"
"Cirrhilabrus greeni","High"
"Cirrhilabrus humanni","High"
"Cirrhilabrus hygroxerus","High"
"Cirrhilabrus isosceles","High"
"Cirrhilabrus joanallenae","High"
"Cirrhilabrus johnsoni","High"
"Cirrhilabrus jordani","High"
"Cirrhilabrus katherinae","High"
"Cirrhilabrus katoi","High"
"Cirrhilabrus laboutei","High"
"Cirrhilabrus lanceolatus","High"
"Cirrhilabrus lineatus","High"
"Cirrhilabrus lubbocki","High"
"Cirrhilabrus lunatus","High"
"Cirrhilabrus luteovittatus","High"
"Cirrhilabrus marinda","High"
"Cirrhilabrus marjorie","High"
"Cirrhilabrus melanomarginatus","High"
"Cirrhilabrus morrisoni","High"
"Cirrhilabrus nahackyi","High"
"Cirrhilabrus naokoae","High"
"Cirrhilabrus punctatus","High"
"Cirrhilabrus pylei","High"
"Cirrhilabrus randalli","High"
"Cirrhilabrus rhomboidalis","High"
"Cirrhilabrus roseafascia","High"
"Cirrhilabrus rubeus","High"
"Cirrhilabrus rubrimarginatus","High"
"Cirrhilabrus rubripinnis","High"
"Cirrhilabrus rubrisquamis","High"
"Cirrhilabrus rubriventralis","High"
"Cirrhilabrus ryukyuensis","High"
"Cirrhilabrus sanguineus","High"
"Cirrhilabrus scottorum","High"
"Cirrhilabrus shutmani","High"
"Cirrhilabrus solorensis","High"
"Cirrhilabrus squirei","High"
"Cirrhilabrus temminckii","High"
"Cirrhilabrus tonozukai","High"
"Cirrhilabrus walindi","High"
"Cirrhilabrus walshi","High"
"Cirrhimuraena calamus","High"
"Cirrhimuraena cheilopogon","High"
"Cirrhimuraena chinensis","Medium"
"Cirrhimuraena inhacae","High"
"Cirrhimuraena oliveri","High"
"Cirrhimuraena orientalis","High"
"Cirrhimuraena paucidens","High"
"Cirrhimuraena playfairii","High"
"Cirrhimuraena tapeinoptera","High"
"Cirrhimuraena yuanding","Medium"
"Cirrhinus caudimaculatus","Medium"
"Cirrhinus cirrhosus","Medium"
"Cirrhinus fulungee","Medium"
"Cirrhinus inornatus","High"
"Cirrhinus jullieni","Medium"
"Cirrhinus macrops","Medium"
"Cirrhinus microlepis","Medium"
"Cirrhinus molitorella","Medium"
"Cirrhinus mrigala","High"
"Cirrhinus reba","Medium"
"Cirrhinus rubirostris","Medium"
"Cirrhitichthys bleekeri","High"
"Cirrhitichthys falco","High"
"Cirrhitops mascarenensis","High"
"Cirrhoscyllium expolitum","Low"
"Cirrhoscyllium formosanum","Low"
"Cirrhoscyllium japonicum","Low"
"Cirricaecula johnsoni","High"
"Cirricaecula macdowelli","High"
"Cirriemblemaria lucasana","High"
"Cirrimaxilla formosa","High"
"Cirripectes alboapicalis","High"
"Cirripectes alleni","High"
"Cirripectes auritus","High"
"Cirripectes castaneus","High"
"Cirripectes chelomatus","High"
"Cirripectes filamentosus","High"
"Cirripectes fuscoguttatus","High"
"Cirripectes gilberti","High"
"Cirripectes heemstraorum","High"
"Cirripectes hutchinsi","High"
"Cirripectes imitator","High"
"Cirripectes jenningsi","High"
"Cirripectes kuwamurai","High"
"Cirripectes obscurus","High"
"Cirripectes perustus","High"
"Cirripectes polyzona","High"
"Cirripectes quagga","High"
"Cirripectes randalli","High"
"Cirripectes springeri","High"
"Cirripectes stigmaticus","High"
"Cirripectes vanderbilti","High"
"Cirripectes variolosus","High"
"Cirripectes viriosus","High"
"Cirrisalarias bunares","High"
"Citharichthys abbotti","High"
"Citharichthys amblybregmatus","High"
"Citharichthys arctifrons","High"
"Citharichthys arenaceus","High"
"Citharichthys cornutus","High"
"Citharichthys darwini","High"
"Citharichthys dinoceros","High"
"Citharichthys fragilis","High"
"Citharichthys gilberti","High"
"Citharichthys gnathus","High"
"Citharichthys gordae","High"
"Citharichthys gymnorhinus","High"
"Citharichthys macrops","High"
"Citharichthys mariajorisae","High"
"Citharichthys minutus","High"
"Citharichthys platophrys","High"
"Citharichthys sordidus","Medium"
"Citharichthys spilopterus","High"
"Citharichthys stampflii","High"
"Citharichthys stigmaeus","High"
"Citharichthys surinamensis","High"
"Citharichthys uhleri","High"
"Citharichthys valdezi","High"
"Citharichthys xanthostigma","High"
"Citharidium ansorgii","Medium"
"Citharinops distichodoides","Medium"
"Citharinus citharus","Medium"
"Citharinus congicus","High"
"Citharinus eburneensis","High"
"Citharinus gibbosus","Medium"
"Citharinus latus","Medium"
"Citharinus macrolepis","Medium"
"Citharoides macrolepidotus","Medium"
"Citharoides macrolepis","Medium"
"Citharoides orbitalis","Medium"
"Citharus linguatula","Medium"
"Claea dabryi","High"
"Clariallabes attemsi","High"
"Clariallabes brevibarbis","High"
"Clariallabes centralis","High"
"Clariallabes heterocephalus","High"
"Clariallabes laticeps","High"
"Clariallabes longicauda","High"
"Clariallabes manyangae","High"
"Clariallabes melas","High"
"Clariallabes mutsindoziensis","High"
"Clariallabes petricola","High"
"Clariallabes pietschmanni","High"
"Clariallabes platyprosopos","High"
"Clariallabes simeonsi","High"
"Clariallabes teugelsi","High"
"Clariallabes uelensis","High"
"Clariallabes variabilis","High"
"Clarias abbreviatus","High"
"Clarias agboyiensis","High"
"Clarias albopunctatus","High"
"Clarias alluaudi","High"
"Clarias anfractus","High"
"Clarias angolensis","High"
"Clarias anguillaris","Medium"
"Clarias batrachus","High"
"Clarias batu","High"
"Clarias brachysoma","Medium"
"Clarias buettikoferi","High"
"Clarias buthupogon","High"
"Clarias camerunensis","Medium"
"Clarias cataractus","High"
"Clarias cavernicola","Medium"
"Clarias dayi","High"
"Clarias dhonti","High"
"Clarias dumerilii","High"
"Clarias dussumieri","High"
"Clarias ebriensis","High"
"Clarias engelseni","High"
"Clarias fuscus","High"
"Clarias gabonensis","High"
"Clarias gariepinus","Medium"
"Clarias gracilentus","High"
"Clarias hilli","High"
"Clarias insolitus","High"
"Clarias intermedius","High"
"Clarias jaensis","Medium"
"Clarias kapuasensis","High"
"Clarias laeviceps","High"
"Clarias lamottei","High"
"Clarias leiacanthus","High"
"Clarias liocephalus","High"
"Clarias longior","High"
"Clarias maclareni","High"
"Clarias macrocephalus","High"
"Clarias macromystax","High"
"Clarias magur","High"
"Clarias meladerma","Medium"
"Clarias microspilus","High"
"Clarias microstomus","High"
"Clarias nebulosus","High"
"Clarias ngamensis","Medium"
"Clarias nieuhofii","Medium"
"Clarias nigricans","High"
"Clarias nigromarmoratus","High"
"Clarias olivaceus","High"
"Clarias pachynema","High"
"Clarias planiceps","High"
"Clarias platycephalus","High"
"Clarias pseudoleiacanthus","High"
"Clarias pseudonieuhofii","Medium"
"Clarias salae","Medium"
"Clarias serniosus","High"
"Clarias stappersii","Medium"
"Clarias submarginatus","High"
"Clarias sulcatus","High"
"Clarias teijsmanni","High"
"Clarias theodorae","High"
"Clarias werneri","High"
"Clariger chionomaculatus","High"
"Clariger cosmurus","High"
"Clariger exilis","High"
"Clariger papillosus","High"
"Clariger sirahamaensis","High"
"Clariger taiwanensis","High"
